0.00000	0.0266701
0.00025	0.0381847
0.00050	0.0410648
0.00075	0.0528433
0.00100	0.0886965
0.00125	0.0565567
0.00150	0.0614216
0.00175	0.0893047
0.00200	0.1072510
0.00225	0.1346980
0.00250	0.0486668
0.00275	0.0868624
0.00300	0.0880011
0.00325	0.1029230
0.00350	0.1017770
0.00375	0.0487380
0.00400	0.0404652
0.00425	0.1250680
0.00450	0.0740171
0.00475	0.0555085
0.00500	0.0553564
0.00525	0.0745741
0.00550	0.0501912
0.00575	0.0811529
0.00600	0.0635616
0.00625	0.0475466
0.00650	0.0472567
0.00675	0.0083998
0.00700	0.0828071
0.00725	0.0493273
0.00750	0.0271412
0.00775	0.0483580
0.00800	0.0474820
0.00825	0.0543359
0.00850	0.0430480
0.00875	0.0678241
0.00900	0.0572887
0.00925	0.0891427
0.00950	0.0918826
0.00975	0.0849828
0.01000	0.0498586
0.01025	0.0648566
0.01050	0.0773667
0.01075	0.0855805
0.01100	0.0387232
0.01125	0.0368094
0.01150	-0.0013617
0.01175	0.0013013
0.01200	0.0024351
0.01225	0.0175076
0.01250	0.0271649
0.01275	0.0150281
0.01300	-0.0456868
0.01325	0.0063925
0.01350	-0.0192183
0.01375	-0.0353202
0.01400	0.0253631
0.01425	-0.0135342
0.01450	-0.0089040
0.01475	0.0399749
0.01500	0.0011504
0.01525	-0.0058503
0.01550	-0.0404320
0.01575	0.0123209
0.01600	0.0082366
0.01625	0.0088671
0.01650	0.0264743
0.01675	0.0585373
0.01700	0.0626837
0.01725	0.0703726
0.01750	0.0937499
0.01775	0.0710877
0.01800	0.1185850
0.01825	0.1028100
0.01850	0.1175370
0.01875	0.0884882
0.01900	0.1119090
0.01925	0.1042030
0.01950	0.1557960
0.01975	0.1151010
0.02000	0.1185140
0.02025	0.1338360
0.02050	0.1273860
0.02075	0.1368370
0.02100	0.1376990
0.02125	0.1148590
0.02150	0.0788605
0.02175	0.1177120
0.02200	0.0245780
0.02225	0.1107470
0.02250	0.0952220
0.02275	0.0675990
0.02300	0.0939924
0.02325	0.0323313
0.02350	0.0298927
0.02375	0.1492500
0.02400	0.0690795
0.02425	0.0849896
0.02450	0.0948057
0.02475	0.1356530
0.02500	0.0932510
0.02525	0.1449350
0.02550	0.1252850
0.02575	0.1425840
0.02600	0.1370800
0.02625	0.1176040
0.02650	0.1305040
0.02675	0.1256330
0.02700	0.0972206
0.02725	0.1515530
0.02750	0.0998976
0.02775	0.1241440
0.02800	0.0908937
0.02825	0.0726904
0.02850	0.0841558
0.02875	0.0859614
0.02900	0.0833697
0.02925	0.0304544
0.02950	0.0451774
0.02975	0.0416519
0.03000	0.0232183
0.03025	0.0254651
0.03050	0.0580096
0.03075	-0.0073136
0.03100	0.0445409
0.03125	-0.0074350
0.03150	0.0533650
0.03175	0.0976228
0.03200	0.0148844
0.03225	0.0531733
0.03250	0.0531712
0.03275	-0.0019078
0.03300	0.0719939
0.03325	0.0386413
0.03350	0.0500762
0.03375	0.0556361
0.03400	0.0968113
0.03425	0.1027700
0.03450	0.0870743
0.03475	0.1475830
0.03500	0.1016930
0.03525	0.1104690
0.03550	0.1494440
0.03575	0.1718440
0.03600	0.1313770
0.03625	0.1683890
0.03650	0.1706050
0.03675	0.1515910
0.03700	0.1560600
0.03725	0.1587480
0.03750	0.1524390
0.03775	0.1610830
0.03800	0.1220230
0.03825	0.1703940
0.03850	0.0947417
0.03875	0.1695080
0.03900	0.1108630
0.03925	0.1076710
0.03950	0.0735927
0.03975	0.1980020
0.04000	0.1953330
0.04025	0.1675680
0.04050	0.1504120
0.04075	0.1458910
0.04100	0.1320960
0.04125	0.1926990
0.04150	0.1571770
0.04175	0.2213740
0.04200	0.2424730
0.04225	0.1958360
0.04250	0.2092480
0.04275	0.2260780
0.04300	0.2154390
0.04325	0.2288960
0.04350	0.2030720
0.04375	0.2483950
0.04400	0.2305900
0.04425	0.1778390
0.04450	0.1822480
0.04475	0.2081140
0.04500	0.2013730
0.04525	0.1981440
0.04550	0.1742560
0.04575	0.1638910
0.04600	0.1632980
0.04625	0.1314270
0.04650	0.1416730
0.04675	0.1592890
0.04700	0.1038420
0.04725	0.0960633
0.04750	0.1399430
0.04775	0.1565930
0.04800	0.1117110
0.04825	0.1387750
0.04850	0.0991068
0.04875	0.1526600
0.04900	0.0555284
0.04925	0.1540880
0.04950	0.1627190
0.04975	0.1352600
0.05000	0.1631720
0.05025	0.2013170
0.05050	0.1331570
0.05075	0.1395310
0.05100	0.1215390
0.05125	0.1176350
0.05150	0.1564930
0.05175	0.1473970
0.05200	0.1889370
0.05225	0.2010750
0.05250	0.2165270
0.05275	0.1847970
0.05300	0.2339050
0.05325	0.2335210
0.05350	0.1974970
0.05375	0.1902890
0.05400	0.2111950
0.05425	0.2041830
0.05450	0.1992180
0.05475	0.2119350
0.05500	0.2199350
0.05525	0.2138160
0.05550	0.1795100
0.05575	0.1916640
0.05600	0.2410140
0.05625	0.2022350
0.05650	0.2699530
0.05675	0.2414550
0.05700	0.2226170
0.05725	0.2933200
0.05750	0.2602430
0.05775	0.2530540
0.05800	0.2639170
0.05825	0.3245230
0.05850	0.2703330
0.05875	0.2978340
0.05900	0.2985770
0.05925	0.3152840
0.05950	0.3079100
0.05975	0.3174880
0.06000	0.3648800
0.06025	0.3654320
0.06050	0.3698620
0.06075	0.3413370
0.06100	0.3232160
0.06125	0.3059360
0.06150	0.3107260
0.06175	0.3001810
0.06200	0.3248930
0.06225	0.2803620
0.06250	0.2688240
0.06275	0.2716870
0.06300	0.2706710
0.06325	0.2670320
0.06350	0.2416160
0.06375	0.2665590
0.06400	0.2061360
0.06425	0.2076480
0.06450	0.2075530
0.06475	0.1796250
0.06500	0.2217320
0.06525	0.2344360
0.06550	0.2085210
0.06575	0.2298040
0.06600	0.2519300
0.06625	0.2826790
0.06650	0.2823650
0.06675	0.2025090
0.06700	0.2141080
0.06725	0.2386610
0.06750	0.2183070
0.06775	0.2748800
0.06800	0.3503370
0.06825	0.3568390
0.06850	0.2714660
0.06875	0.3032470
0.06900	0.2208240
0.06925	0.2571320
0.06950	0.3340940
0.06975	0.2887780
0.07000	0.2935520
0.07025	0.3208360
0.07050	0.2981590
0.07075	0.2849820
0.07100	0.2989790
0.07125	0.2854430
0.07150	0.3040540
0.07175	0.3030270
0.07200	0.2961490
0.07225	0.2949270
0.07250	0.3196570
